Character 1 ID;Character 2 ID;Number of Comic Books Where Character 1 and Character 2 Both Appeared
288;360;3
289;360;6
280;361;3
261;362;2
263;362;4
265;362;1
279;362;6
282;362;4
289;362;4
261;363;43
263;363;77
264;363;1
265;363;3
272;363;3
273;363;6
282;363;1
289;363;3
259;365;31
261;365;10
265;365;8
270;365;4
272;365;1
273;365;21
280;365;3
286;365;3
289;365;37
259;366;1
261;366;1
272;366;3
273;366;1
285;366;1
289;366;6
259;367;37
260;367;1
261;367;7
263;367;1
265;367;9
270;367;6
272;367;7
273;367;30
276;367;1
277;367;2
279;367;2
285;367;1
288;367;1
289;367;51
272;368;1
276;368;3
266;369;1
272;371;1
261;372;77
263;372;16
264;372;1
265;372;37
272;372;1
273;372;25
276;372;3
284;372;1
289;372;3
259;373;1
289;373;1
259;374;1
261;374;1
265;374;1
272;374;17
273;374;1
280;374;2
286;374;1
288;374;2
289;374;43
259;375;16
260;375;5
261;375;10
263;375;1
265;375;13
272;375;13
273;375;9
276;375;2
278;375;1
279;375;1
280;375;6
286;375;1
289;375;22
261;376;2
265;376;5
270;376;1
272;376;34
273;376;12
280;376;1
289;376;19
259;377;8
260;377;1
261;377;9
263;377;1
265;377;1
266;377;3
269;377;3
272;377;47
273;377;2
279;377;35
280;377;18
285;377;1
286;377;3
288;377;1
259;379;4
261;379;2
263;379;1
265;379;1
273;379;3
276;379;1
286;379;4
288;379;1
272;380;1
260;381;1
261;381;22
265;381;6
268;381;1
270;381;4
272;381;41
273;381;22
275;381;2
277;381;3
280;381;37
281;381;3
285;381;1
286;381;7
289;381;75
270;382;3
261;383;51
263;383;24
265;383;21
270;383;3
272;383;9
273;383;27
276;383;3
286;383;3
289;383;3
261;384;33
270;384;12
272;384;39
289;384;33
263;387;3
268;387;3
272;387;3
289;387;3
259;388;6
261;388;6
272;388;6
273;388;9
277;388;6
279;388;15
289;388;12
259;389;18
261;389;18
264;389;3
273;389;6
286;389;6
289;389;21
273;390;3
280;390;9
289;390;3
272;391;6
289;391;3
261;393;3
272;393;9
273;393;3
275;393;6
280;393;3
281;393;9
286;393;3
289;393;24
272;394;3
272;395;9
272;398;15
279;398;3
289;398;18
272;399;6
261;402;9
273;402;3
278;402;3
289;402;3
261;403;3
263;403;12
272;403;6
284;403;6
289;403;3
261;404;3
273;404;3
263;405;3
276;405;3
288;405;3
261;408;30
263;408;3
265;408;15
272;408;6
273;408;24
276;408;3
289;408;3
270;409;3
265;410;3
273;410;3
289;410;3
270;411;6
289;412;3
265;413;3
270;413;3
273;413;3
277;413;6
280;413;3
261;415;3
280;415;3
289;415;6
263;417;3
276;417;3
288;417;3
261;418;3
273;418;3
279;419;3
289;419;3
272;421;6
289;421;6
260;423;9
261;423;60
265;423;12
270;423;3
272;423;45
273;423;24
279;423;3
280;423;6
289;423;108
261;425;6
265;425;3
273;425;12
272;427;3
289;427;6
261;429;3
268;429;6
272;429;3
280;429;3
284;429;9
272;430;6
280;430;3
261;431;3
272;431;3
273;431;3
289;431;3
261;433;9
263;433;3
276;433;3
288;433;3
263;434;3
276;434;3
288;434;3
265;435;9
273;435;21
276;435;3
284;436;3
280;437;3
270;438;3
259;440;15
261;440;12
263;440;9
265;440;6
273;440;12
259;441;33
261;441;15
273;441;30
282;441;6
270;444;6
272;445;3
280;445;3
272;447;9
261;448;9
273;448;3
279;448;3
289;448;3
261;450;3
265;450;18
273;450;21
280;451;3
289;451;3
266;453;3
263;456;3
276;456;3
280;456;3
288;456;3
289;456;3
272;457;6
261;458;3
272;458;12
289;458;6
261;461;3
261;462;3
280;462;3
284;462;3
289;462;6
263;463;18
276;463;6
270;464;12
289;464;9
259;466;6
261;466;3
263;466;3
272;466;6
273;466;3
280;466;3
289;466;18
280;467;3
280;468;3
263;469;3
276;469;3
288;469;3
259;470;6
265;470;12
273;470;12
261;472;36
263;472;3
272;472;48
289;472;45
272;474;24
289;474;9
289;475;3
272;477;15
289;477;6
259;478;3
273;478;3
261;479;3
272;479;3
289;479;6
261;480;6
270;480;6
272;480;24
277;480;6
289;480;45
272;481;21
289;482;3
261;483;6
263;483;21
272;483;3
280;485;3
276;486;3
261;487;18
263;487;3
272;487;24
276;487;3
288;487;3
289;487;30
265;488;12
273;488;18
272;489;9
263;491;3
276;491;3
288;491;6
280;494;3
263;495;6
273;495;6
276;495;6
270;496;3
272;496;3
288;496;3
261;497;15
273;497;24
282;497;6
261;498;9
273;498;6
289;498;3
261;499;6
263;499;15
265;499;12
270;499;9
273;499;42
289;499;45
269;500;3
279;500;9
261;501;3
263;501;9
264;501;6
265;501;18
267;501;6
273;501;12
276;501;9
289;501;3
259;502;15
261;502;15
273;502;3
276;502;6
261;503;12
264;503;12
265;503;6
273;503;6
265;505;21
267;505;6
263;506;3
272;506;6
273;506;3
289;506;15
263;507;3
280;507;48
272;508;3
273;508;3
261;509;6
265;509;6
273;509;12
272;510;3
280;510;3
261;511;39
273;511;15
261;512;3
263;514;3
289;514;12
260;515;6
261;515;15
264;515;9
280;515;45
286;515;3
289;515;3
279;516;3
261;519;3
277;520;3
259;521;3
273;521;3
265;522;3
272;522;3
273;522;9
289;522;6
263;523;27
276;523;18
289;523;6
272;524;3
259;525;69
261;525;93
263;525;432
264;525;15
265;525;9
272;525;6
273;525;24
276;525;84
280;525;3
282;525;3
289;525;9
272;526;6
289;526;3
259;529;3
263;529;3
273;529;6
272;532;3
263;533;6
280;533;3
285;533;3
276;534;9
261;535;36
272;535;57
284;535;3
289;535;33
289;537;6
259;539;9
273;539;9
259;540;33
261;540;39
272;540;54
284;540;3
289;540;36
270;541;3
272;543;3
261;544;33
263;544;12
265;544;24
272;544;6
273;544;21
289;544;3
272;547;3
262;548;3
270;548;3
274;549;6
287;549;3
279;552;3
280;553;3
289;554;12
289;555;12
261;556;3
272;556;18
279;556;3
286;556;6
289;556;12
261;558;6
270;558;39
272;558;3
277;558;12
280;558;3
289;558;12
261;559;39
263;559;3
264;559;3
270;559;6
273;559;3
276;559;3
289;560;3
263;562;27
265;562;24
273;562;15
289;562;3
265;563;3
273;563;3
280;563;3
261;564;18
280;565;9
289;566;3
261;568;6
263;568;3
266;568;9
272;568;6
289;568;6
263;569;3
276;569;6
289;570;12
269;571;3
272;571;6
279;571;12
280;571;21
289;571;3
268;573;18
270;574;12
280;576;3
289;580;3
280;581;6
273;582;3
261;584;6
272;584;6
273;584;6
285;584;3
289;584;3
289;585;9
263;586;3
276;586;3
288;586;3
289;586;3
272;587;15
263;588;24
276;588;6
280;589;6
259;590;15
261;590;3
263;590;18
273;590;15
289;590;3
261;591;12
263;591;3
265;591;12
273;591;15
261;594;6
263;594;3
273;594;9
280;594;3
289;594;6
272;595;30
289;595;21
266;597;3
272;597;6
279;597;3
259;599;57
261;599;18
263;599;24
265;599;39
270;599;6
273;599;51
276;599;3
277;599;3
282;599;3
289;599;3
263;601;3
272;601;6
263;602;3
270;602;12
272;602;9
277;602;12
289;602;6
276;604;9
261;605;6
263;605;3
260;607;12
270;607;51
272;607;3
289;607;9
259;609;48
261;609;30
263;609;21
265;609;18
272;609;6
273;609;21
289;609;3
273;610;3
259;611;51
261;611;21
263;611;12
273;611;42
276;611;3
289;611;3
259;613;15
261;613;9
273;613;12
282;613;6
272;614;15
280;614;3
288;614;3
289;614;15
261;615;12
263;615;3
272;615;12
279;615;3
280;615;15
289;615;3
261;616;12
263;616;3
264;616;3
265;616;3
268;616;24
273;616;9
284;616;6
286;616;3
289;616;18
262;617;6
272;617;9
288;617;3
289;617;12
261;618;3
280;618;3
261;619;63
263;619;9
265;619;21
273;619;30
282;619;9
286;619;3
261;620;180
263;620;114
264;620;6
265;620;30
272;620;51
273;620;84
276;620;6
280;620;3
282;620;3
286;620;15
289;620;54
261;621;3
272;621;3
279;621;6
280;621;6
286;621;3
289;621;3
280;622;3
261;624;33
263;624;3
270;624;27
272;624;33
277;624;12
289;624;36
261;625;15
265;625;12
273;625;15
286;625;3
289;625;18
261;627;6
270;627;54
272;627;3
289;627;3
263;628;3
276;628;3
288;628;3
261;629;3
289;629;3
274;632;9
287;632;9
259;634;42
261;634;30
263;634;3
272;634;39
289;634;42
261;636;15
263;636;9
265;636;9
273;636;6
280;637;6
277;638;3
261;639;3
289;641;12
289;643;3
272;644;3
274;644;3
289;644;3
259;645;132
261;645;84
263;645;21
264;645;3
265;645;99
267;645;6
272;645;6
273;645;51
276;645;3
286;645;3
289;645;3
259;646;12
261;646;6
263;646;3
264;646;6
272;646;3
273;646;15
276;646;6
289;646;3
263;648;30
276;648;18
261;649;6
261;651;33
263;651;12
273;651;3
276;651;3
280;651;3
273;653;3
265;654;6
273;654;6
263;656;3
276;656;3
288;656;3
289;656;3
260;657;3
261;659;48
265;659;12
270;659;3
272;659;57
273;659;30
289;659;87
276;661;6
289;661;3
261;662;15
263;662;6
266;662;3
270;662;3
272;662;9
280;662;9
284;662;9
289;662;21
270;664;3
272;664;15
289;664;3
270;666;9
289;666;3
261;667;12
280;667;69
272;668;6
261;669;6
272;669;9
280;669;3
284;669;3
286;669;6
289;669;21
280;670;3
261;671;9
263;671;3
265;671;24
273;671;21
261;672;12
263;672;3
264;672;3
273;672;3
266;674;3
259;675;12
261;675;12
263;675;3
272;675;6
273;675;6
280;675;21
289;675;24
280;677;9
261;678;6
261;680;3
263;680;3
264;680;3
265;680;6
273;680;3
276;680;3
289;680;18
263;681;9
273;681;9
276;681;9
289;681;3
261;683;6
265;683;3
273;683;12
261;684;48
263;684;9
265;684;3
273;684;21
280;684;6
289;684;3
273;686;3
263;687;3
276;687;3
288;687;3
279;688;21
272;689;3
289;689;3
261;690;3
289;690;6
259;691;9
261;691;6
265;691;6
272;691;3
273;691;6
280;691;3
289;691;24
259;692;3
263;692;3
273;692;6
276;692;3
288;692;3
289;692;24
280;693;3
289;693;3
261;695;6
263;695;21
264;695;6
273;695;12
276;695;6
272;696;3
289;696;3
289;699;6
273;700;6
263;701;3
272;701;6
273;701;3
289;701;9
272;702;9
276;702;6
289;702;24
263;703;3
276;703;3
288;703;3
263;704;3
276;704;3
280;705;3
270;706;15
277;706;12
289;706;6
259;708;18
261;708;12
265;708;6
273;708;9
261;710;3
289;710;6
273;713;3
272;715;3
265;718;18
267;718;3
288;718;6
289;718;6
272;719;6
289;719;12
280;720;3
265;721;3
276;721;6
261;722;6
265;722;3
272;722;6
273;722;6
285;722;3
289;722;3
272;723;6
276;725;9
272;726;6
280;726;3
289;726;6
259;729;9
270;729;3
273;729;9
279;729;6
289;729;24
280;730;3
289;731;3
259;733;6
272;733;3
259;734;12
261;734;6
263;734;3
273;734;12
259;736;3
261;736;3
263;736;6
264;736;3
273;736;9
276;736;6
259;737;6
273;737;6
261;739;3
261;740;15
263;740;18
264;740;3
265;740;3
273;740;36
276;740;15
289;740;6
289;741;6
265;742;6
273;743;3
259;744;9
263;744;9
273;744;9
276;744;6
280;745;9
260;747;6
261;748;6
263;748;6
272;748;12
280;748;3
289;748;3
276;749;6
273;750;3
260;754;3
263;754;3
270;754;9
272;754;3
276;754;3
288;754;3
261;756;3
263;756;15
265;756;3
272;757;3
280;757;3
261;758;3
273;758;9
286;758;6
289;758;3
259;759;3
273;759;3
259;760;27
261;760;6
263;760;9
265;760;3
273;760;33
276;760;3
280;760;6
289;760;3
261;763;3
272;763;6
273;763;6
280;763;3
286;763;3
289;763;6
272;765;3
289;765;3
263;767;3
276;767;3
288;767;3
295;2;1
311;2;1
312;2;3
315;2;2
316;2;3
320;2;6
293;3;2
295;3;3
296;3;1
303;3;2
308;3;5
314;3;1
315;3;1
316;3;2
320;3;18
291;4;6
292;4;14
295;4;4
300;4;1
301;4;6
305;4;4
311;4;3
312;4;4
313;4;2
314;4;3
315;4;19
316;4;8
320;4;20
295;5;1
296;5;1
308;5;1
314;5;1
320;5;1
302;7;1
301;8;14
312;8;3
313;8;2
314;8;1
315;8;24
316;8;32
320;8;5
292;9;1
314;9;1
291;11;2
292;11;2
298;11;2
299;11;1
303;11;2
308;11;2
314;11;4
315;11;1
316;11;1
320;11;26
289;12;61
290;12;2
291;12;72
292;12;39
293;12;3
294;12;5
295;12;28
296;12;3
300;12;35
301;12;16
302;12;1
303;12;6
307;12;2
308;12;4
310;12;1
311;12;11
312;12;13
313;12;11
314;12;22
315;12;16
316;12;35
317;12;5
295;13;1
296;13;1
308;13;1
314;13;1
320;13;1
291;15;9
292;15;18
293;15;3
294;15;2
295;15;9
296;15;3
300;15;2
301;15;30
303;15;2
307;15;1
308;15;4
310;15;2
311;15;4
312;15;26
314;15;10
315;15;19
316;15;21
317;15;2
320;15;336
294;16;41
315;16;1
316;16;1
320;16;3
303;17;4
314;17;1
320;17;1
311;18;3
320;18;1
292;19;8
295;19;4
296;19;2
299;19;2
303;19;2
308;19;1
314;19;9
320;19;9
303;20;2
314;20;1
316;21;1
317;21;1
317;23;2
316;24;1
316;26;2
302;27;7
320;27;1
290;29;4
301;29;1
305;29;2
317;29;3
320;29;1
291;30;1
293;30;2
295;30;2
299;30;2
303;30;17
305;30;18
308;30;3
320;30;8
291;31;10
292;31;16
293;31;1
294;31;1
295;31;13
296;31;5
297;31;1
299;31;6
300;31;5
301;31;2
302;31;12
303;31;17
305;31;1
308;31;3
312;31;2
313;31;1
314;31;12
316;31;2
317;31;3
320;31;45
292;32;10
294;32;1
295;32;4
301;32;1
303;32;2
314;32;6
315;32;2
316;32;4
317;32;6
320;32;13
317;33;3
291;34;2
292;34;9
299;34;1
300;34;1
303;34;17
314;34;1
289;35;2
294;35;2
315;35;1
316;35;1
289;36;1
294;36;3
295;36;1
301;36;1
310;36;11
312;36;5
315;36;3
316;36;2
295;37;2
296;37;1
308;37;1
314;37;1
317;37;2
320;37;3
291;38;1
312;38;7
320;38;5
294;40;2
320;40;5
291;41;1
292;41;3
294;41;1
295;41;1
303;41;1
313;41;1
320;41;3
318;42;1
291;43;2
292;43;29
293;43;1
295;43;4
299;43;18
300;43;2
302;43;1
303;43;15
305;43;2
308;43;2
312;43;1
313;43;1
314;43;7
316;43;1
320;43;15
291;44;4
292;44;8
293;44;1
295;44;99
296;44;1
306;44;1
308;44;2
313;44;1
314;44;5
316;44;1
320;44;11
291;45;1
312;45;6
320;45;5
289;46;126
291;46;5
292;46;10
293;46;3
294;46;1
295;46;5
296;46;21
299;46;36
300;46;2
301;46;2
302;46;6
303;46;41
304;46;4
305;46;2
308;46;3
309;46;3
310;46;3
312;46;1
313;46;3
314;46;30
315;46;2
316;46;2
317;46;3
319;46;15
320;46;35
292;47;2
294;47;7
311;47;1
320;47;2
289;48;1
292;48;1
293;48;1
295;48;1
296;48;2
297;48;8
299;48;2
308;48;1
310;48;1
314;48;3
292;50;6
293;50;1
295;50;1
301;50;4
303;50;3
304;50;3
308;50;1
313;50;1
314;50;2
319;50;6
320;50;3
290;51;2
291;51;1
292;51;2
294;51;74
296;51;1
300;51;3
301;51;10
310;51;1
311;51;9
312;51;3
315;51;10
316;51;9
320;51;27
291;53;15
292;53;22
294;53;3
295;53;5
300;53;2
301;53;34
307;53;1
310;53;8
311;53;5
312;53;33
314;53;14
315;53;15
316;53;23
317;53;2
320;53;311
307;54;2
320;54;1
301;55;1
312;55;3
315;55;5
316;55;5
295;57;8
292;58;13
295;58;7
301;58;10
305;58;4
311;58;8
312;58;4
313;58;1
314;58;9
315;58;10
316;58;10
320;58;29
294;59;59
295;59;1
316;59;2
317;59;1
320;59;4
291;61;4
292;61;13
295;61;85
306;61;1
314;61;10
316;61;1
320;61;13
292;62;1
313;62;1
314;62;5
320;62;3
294;63;6
301;63;8
302;63;2
303;63;1
310;63;1
311;63;1
312;63;7
315;63;11
316;63;19
320;63;64
296;64;1
302;64;1
317;64;1
295;65;1
296;65;1
308;65;1
314;65;1
320;65;1
291;66;9
292;66;31
293;66;4
294;66;3
295;66;15
296;66;36
297;66;6
299;66;23
300;66;3
303;66;71
304;66;2
305;66;1
308;66;4
310;66;4
311;66;2
312;66;2
313;66;5
314;66;42
315;66;2
316;66;3
317;66;7
320;66;50
291;67;1
292;67;2
295;67;1
303;67;1
314;67;8
316;67;1
320;67;2
291;68;75
292;68;32
293;68;2
294;68;4
295;68;16
296;68;2
300;68;30
301;68;7
303;68;5
307;68;2
308;68;3
310;68;1
311;68;5
312;68;13
313;68;16
314;68;15
315;68;14
316;68;36
320;68;81
292;69;7
295;69;3
303;69;4
304;69;2
314;69;7
316;69;1
320;69;10
291;70;4
292;70;3
299;70;3
313;70;1
314;70;3
317;70;1
320;70;3
292;71;2
314;71;1
320;71;1
289;72;34
291;72;5
292;72;2
293;72;2
295;72;3
296;72;2
299;72;3
300;72;2
303;72;23
308;72;3
313;72;1
314;72;5
316;72;1
320;72;5
289;73;13
291;73;12
292;73;101
294;73;3
295;73;7
300;73;7
301;73;41
303;73;2
305;73;4
311;73;12
312;73;6
313;73;62
314;73;6
315;73;9
316;73;20
292;74;1
295;74;1
320;74;1
291;76;1
292;76;1
293;76;3
294;76;1
295;76;2
296;76;10
299;76;23
300;76;1
302;76;2
303;76;10
308;76;3
314;76;1
316;76;1
320;76;12
291;78;1
320;78;8
295;79;6
292;80;6
293;80;1
295;80;5
296;80;6
299;80;2
300;80;2
302;80;2
303;80;10
308;80;2
314;80;8
320;80;22
295;81;23
295;82;2
289;83;1
294;83;66
301;83;1
310;83;1
315;83;4
316;83;3
317;83;1
320;83;3
299;84;1
314;84;1
307;85;2
303;86;3
294;87;1
313;87;1
315;87;3
316;87;3
292;88;3
293;88;1
295;88;3
296;88;1
299;88;2
302;88;8
303;88;3
308;88;2
314;88;1
317;88;1
320;88;8
317;89;2
314;91;1
317;91;1
303;92;2
315;92;1
316;92;1
289;96;8
292;96;4
293;96;1
295;96;5
296;96;1
299;96;3
302;96;4
303;96;3
308;96;2
314;96;2
317;96;2
320;96;5
295;97;2
293;98;1
295;98;3
296;98;1
303;98;2
308;98;2
314;98;3
317;98;2
320;98;7
291;99;7
292;99;18
293;99;3
295;99;8
296;99;57
299;99;38
300;99;2
301;99;1
302;99;1
303;99;36
308;99;5
310;99;3
311;99;2
312;99;1
313;99;6
314;99;15
315;99;1
316;99;2
317;99;5
319;99;1
320;99;43
294;100;2
310;100;1
312;100;2
313;100;3
315;100;12
316;100;37
320;100;1
291;101;1
292;101;6
294;101;1
295;101;1
303;101;3
313;101;1
320;101;3
291;102;9
292;102;42
294;102;1
295;102;2
300;102;5
301;102;4
310;102;1
311;102;4
313;102;42
315;102;6
316;102;12
320;102;1
291;103;1
304;103;1
290;104;1
303;104;5
289;105;105
291;105;8
292;105;28
293;105;3
294;105;2
295;105;15
296;105;5
297;105;2
299;105;9
300;105;5
302;105;25
303;105;9
304;105;1
308;105;4
312;105;1
313;105;2
314;105;21
316;105;3
317;105;2
320;105;55
293;106;2
295;106;3
296;106;1
303;106;3
308;106;3
314;106;1
320;106;35
289;107;9
317;107;2
292;109;1
293;109;1
314;109;3
315;110;1
316;110;1
291;111;6
292;111;16
293;111;2
295;111;7
296;111;1
300;111;4
303;111;27
304;111;1
308;111;3
314;111;13
316;111;3
317;111;3
320;111;15
292;112;1
297;112;2
291;113;2
292;113;3
293;113;1
295;113;3
296;113;1
299;113;3
303;113;19
308;113;2
313;113;1
314;113;8
320;113;3
303;114;5
314;114;6
291;115;75
292;115;36
293;115;2
294;115;4
295;115;13
296;115;3
300;115;34
301;115;16
303;115;3
307;115;2
308;115;3
310;115;3
311;115;8
312;115;22
313;115;21
314;115;14
315;115;18
316;115;32
320;115;124
297;116;7
295;117;6
289;118;2
291;118;4
292;118;2
294;118;1
295;118;4
300;118;1
301;118;6
303;118;2
305;118;4
310;118;1
311;118;2
312;118;6
313;118;2
315;118;7
316;118;8
317;118;1
320;118;12
291;119;1
317;119;2
289;120;6
296;120;2
314;120;2
290;122;3
294;122;2
292;123;1
293;123;1
295;123;2
296;123;1
303;123;6
308;123;2
314;123;2
316;123;1
317;123;2
320;123;2
303;124;2
293;125;3
295;125;2
296;125;1
303;125;1
308;125;4
314;125;1
320;125;3
291;126;18
292;126;98
294;126;11
295;126;2
300;126;7
301;126;61
303;126;2
307;126;1
310;126;3
311;126;14
312;126;18
313;126;68
315;126;54
316;126;97
317;126;1
320;126;56
291;127;4
295;127;2
314;127;2
315;127;1
316;127;1
317;127;7
291;128;4
295;128;1
306;128;1
311;128;1
290;129;1
291;129;9
292;129;27
293;129;2
295;129;8
296;129;2
298;129;1
299;129;8
301;129;2
302;129;1
303;129;15
304;129;2
305;129;4
308;129;3
312;129;2
313;129;2
314;129;19
317;129;3
320;129;20
304;130;1
291;132;10
292;132;10
294;132;1
295;132;8
300;132;7
301;132;10
305;132;4
310;132;1
311;132;3
312;132;5
314;132;6
315;132;15
316;132;14
317;132;2
320;132;70
289;133;2
292;133;1
295;133;19
314;133;1
291;134;10
292;134;17
294;134;3
295;134;10
296;134;1
300;134;14
301;134;18
305;134;3
308;134;1
310;134;1
311;134;3
312;134;3
314;134;11
315;134;10
316;134;14
317;134;2
320;134;74
320;135;6
307;136;2
320;136;1
292;137;1
293;137;1
295;137;1
296;137;1
299;137;1
300;137;1
302;137;1
303;137;3
308;137;1
311;137;1
314;137;1
317;137;1
320;137;9
299;139;4
303;139;1
296;140;1
299;140;2
303;140;1
317;140;1
320;140;1
292;142;1
289;144;5
292;144;1
299;144;37
303;144;6
314;144;3
291;145;10
292;145;10
294;145;2
295;145;1
296;145;1
299;145;3
301;145;2
302;145;4
303;145;5
304;145;1
312;145;3
314;145;3
317;145;1
320;145;18
289;146;107
291;146;2
292;146;25
293;146;4
295;146;11
296;146;37
299;146;41
300;146;5
302;146;1
303;146;65
308;146;4
310;146;3
312;146;1
313;146;2
314;146;17
315;146;1
316;146;3
317;146;1
303;147;1
295;148;1
296;148;1
303;148;1
308;148;1
314;148;1
320;148;1
291;150;7
292;150;30
295;150;1
300;150;5
311;150;2
313;150;36
315;150;3
316;150;5
292;151;1
293;151;1
295;151;2
296;151;1
299;151;2
300;151;1
302;151;4
303;151;4
308;151;2
314;151;1
320;151;6
291;152;2
316;153;1
291;154;3
292;154;3
295;154;4
296;154;2
300;154;1
303;154;12
308;154;1
312;154;2
314;154;2
315;154;3
320;154;8
291;155;1
292;155;1
293;155;1
295;155;2
299;155;1
303;155;4
308;155;1
313;155;1
314;155;1
320;155;1
305;156;1
289;158;37
293;158;1
302;158;3
303;158;1
291;159;1
292;159;6
295;159;4
296;159;30
299;159;4
300;159;1
302;159;23
303;159;21
305;159;1
308;159;1
314;159;14
316;159;3
317;159;1
319;159;1
320;159;38
291;160;3
293;160;2
295;160;2
296;160;1
303;160;2
308;160;4
314;160;3
315;160;1
316;160;1
317;160;5
320;160;2
291;161;18
292;161;21
293;161;3
294;161;3
295;161;11
296;161;28
299;161;1
300;161;5
301;161;34
302;161;1
303;161;9
307;161;1
308;161;4
310;161;2
311;161;7
312;161;29
314;161;11
315;161;15
316;161;22
317;161;3
320;161;323
292;162;2
303;162;1
314;162;4
291;163;69
292;163;2
300;163;3
301;163;2
304;163;2
311;163;1
313;163;1
315;163;3
316;163;3
320;163;2
320;164;1
293;165;1
295;165;3
296;165;1
303;165;1
305;165;2
308;165;3
314;165;3
320;165;4
292;166;2
295;166;2
314;166;1
315;166;2
316;166;2
320;166;6
320;168;1
289;169;14
292;169;1
303;169;3
289;171;1
296;171;1
305;171;1
315;172;1
316;172;1
317;172;1
291;173;1
292;173;1
295;173;17
314;173;11
291;174;3
301;174;1
304;174;13
315;174;1
316;174;1
291;175;10
295;175;2
296;175;2
300;175;2
315;175;1
316;175;1
317;175;8
293;176;1
295;176;2
296;176;1
303;176;3
308;176;2
314;176;3
317;176;1
320;176;2
303;177;2
315;177;1
316;177;1
289;178;2
293;178;2
295;178;3
296;178;1
303;178;1
308;178;4
314;178;1
320;178;3
292;180;7
295;180;4
299;180;9
302;180;1
303;180;1
304;180;1
314;180;13
316;180;3
320;180;10
290;181;5
292;182;8
295;182;4
300;182;1
303;182;11
314;182;6
316;182;1
320;182;12
293;183;2
295;183;2
296;183;1
308;183;3
314;183;1
316;183;1
320;183;2
291;184;1
305;184;1
308;184;1
314;184;2
315;184;2
316;184;1
317;184;2
320;184;1
290;185;3
291;185;1
292;185;8
293;185;2
295;185;9
296;185;1
302;185;1
303;185;3
308;185;4
310;185;1
313;185;1
314;185;10
320;185;20
292;186;1
293;186;1
314;186;2
294;187;69
295;187;1
315;187;2
316;187;3
320;187;4
293;188;1
295;188;2
296;188;5
303;188;10
305;188;1
308;188;2
314;188;3
317;188;6
320;188;7
289;189;30
291;189;2
292;189;18
295;189;3
300;189;3
303;189;13
304;189;7
312;189;1
314;189;13
316;189;2
318;189;1
319;189;1
320;189;13
289;190;5
292;190;1
295;190;20
314;190;1
314;191;1
320;191;1
295;192;1
296;192;1
303;192;3
308;192;1
314;192;2
320;192;2
291;193;11
311;193;1
291;194;3
292;194;1
295;194;78
313;194;1
314;194;1
320;194;1
317;195;1
293;196;1
295;196;1
296;196;1
303;196;1
308;196;2
314;196;1
320;196;1
295;197;1
296;197;1
300;197;1
302;197;1
303;197;1
308;197;1
311;197;1
314;197;1
317;197;3
320;197;2
293;198;1
295;198;1
296;198;1
303;198;2
308;198;1
314;198;2
317;198;3
320;198;1
304;199;1
289;200;1
292;201;1
303;201;4
314;201;2
320;201;1
289;202;3
292;202;3
314;202;3
291;204;7
292;204;22
293;204;1
294;204;1
295;204;12
296;204;5
297;204;1
299;204;9
300;204;4
302;204;24
303;204;14
304;204;1
305;204;1
308;204;3
312;204;2
313;204;1
314;204;20
316;204;4
317;204;3
319;204;1
320;204;53
291;206;5
292;206;13
293;206;2
295;206;10
296;206;1
299;206;9
300;206;2
301;206;1
302;206;1
303;206;24
308;206;2
310;206;1
311;206;1
313;206;3
314;206;51
316;206;1
320;206;20
291;207;59
292;207;7
295;207;3
300;207;7
304;207;2
311;207;1
312;207;2
313;207;8
316;207;1
320;207;2
291;208;4
292;208;11
294;208;1
295;208;84
313;208;1
314;208;8
316;208;1
320;208;13
300;209;1
301;209;6
312;209;2
315;209;20
316;209;14
291;210;6
292;210;22
293;210;4
295;210;9
296;210;29
299;210;39
300;210;3
303;210;61
305;210;1
308;210;4
310;210;1
312;210;2
313;210;3
314;210;20
315;210;2
316;210;4
317;210;1
320;210;47
290;211;1
291;211;12
292;211;23
293;211;2
294;211;2
295;211;8
296;211;2
299;211;2
303;211;24
304;211;2
305;211;1
308;211;2
311;211;1
312;211;2
313;211;10
314;211;8
315;211;3
316;211;5
317;211;2
320;211;31
289;212;2
293;212;1
295;212;2
296;212;1
308;212;2
314;212;1
317;212;2
320;212;2
292;213;1
291;214;6
299;214;1
300;214;13
303;214;2
311;214;2
316;214;1
320;214;2
314;217;1
292;218;9
295;218;6
296;218;8
299;218;1
300;218;2
302;218;1
303;218;10
308;218;1
314;218;9
315;218;1
316;218;1
320;218;44
291;220;1
292;220;1
297;220;2
302;220;1
303;220;3
313;220;1
314;220;2
315;220;1
316;220;1
292;222;2
293;222;1
295;222;2
296;222;1
299;222;4
302;222;8
303;222;3
308;222;2
314;222;1
317;222;1
320;222;7
291;223;60
292;223;28
294;223;2
295;223;15
296;223;1
300;223;33
301;223;34
303;223;3
307;223;1
308;223;1
310;223;5
311;223;8
312;223;34
313;223;2
314;223;15
315;223;17
316;223;22
317;223;2
320;223;306
302;224;1
303;224;5
314;224;3
315;224;1
316;224;1
317;224;1
320;224;2
295;225;1
296;225;1
303;225;2
308;225;1
314;225;2
320;225;1
289;226;3
293;226;1
295;226;2
296;226;1
308;226;2
314;226;2
320;226;2
291;227;1
292;227;12
294;227;6
295;227;5
300;227;4
301;227;15
303;227;1
310;227;1
311;227;11
312;227;7
314;227;7
315;227;13
316;227;18
320;227;75
289;228;133
291;228;5
292;228;8
293;228;2
295;228;7
